name,description,category_id,email,phone,website,address,city,country,postal_code,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,is_active,is_public,is_featured,is_verified
Salon Panevėžys,"Quality beauty salon services in Panevėžys, Lithuania. Professional and reliable business serving the local community.",32,info@salonpanevėžys.com,+59-853-1711,https://www.salonpanevėžys.com,673 High Street,Panevėžys,Lithuania,31935,41.811974,-7.244891,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Salon Differdange,"Quality beauty salon services in Differdange, Luxembourg. Professional and reliable business serving the local community.",32,info@salondifferdange.com,+74-990-2949,https://www.salondifferdange.com,67 Church Street,Differdange,Luxembourg,92371,58.220158,-6.409577,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Salon Sliema,"Quality beauty salon services in Sliema, Malta. Professional and reliable business serving the local community.",32,info@salonsliema.com,+50-697-4927,https://www.salonsliema.com,437 Queen Street,Sliema,Malta,85630,45.478744,14.779719,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Chic Warsaw,"Quality beauty salon services in Warsaw, Poland. Professional and reliable business serving the local community.",32,info@chicwarsaw.com,+38-562-1395,https://www.chicwarsaw.com,11 Queen Street,Warsaw,Poland,60500,46.288013,11.684629,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Glamour Iași,"Quality beauty salon services in Iași, Romania. Professional and reliable business serving the local community.",32,info@glamouriași.com,+39-487-8665,https://www.glamouriași.com,986 Church Street,Iași,Romania,96081,47.251623,20.522933,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Salon Bratislava,"Quality beauty salon services in Bratislava, Slovakia. Professional and reliable business serving the local community.",32,info@salonbratislava.com,+91-402-5567,https://www.salonbratislava.com,712 Main Street,Bratislava,Slovakia,10647,51.398915,26.137344,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Velenje Style,"Quality beauty salon services in Velenje, Slovenia. Professional and reliable business serving the local community.",32,info@velenjestyle.com,+43-633-7892,https://www.velenjestyle.com,730 King Street,Velenje,Slovenia,94920,40.357007,25.501536,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Uppsala Style,"Quality beauty salon services in Uppsala, Sweden. Professional and reliable business serving the local community.",32,info@uppsalastyle.com,+72-437-9559,https://www.uppsalastyle.com,651 High Street,Uppsala,Sweden,56839,48.609316,3.400397,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Linz,"Quality bed & breakfasts services in Linz, Austria. Professional and reliable business serving the local community.",25,info@bblinz.com,+89-701-4893,https://www.bblinz.com,274 Church Street,Linz,Austria,22674,42.864037,19.557297,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Ruse Inn,"Quality bed & breakfasts services in Ruse, Bulgaria. Professional and reliable business serving the local community.",25,info@ruseinn.com,+37-354-6659,https://www.ruseinn.com,214 High Street,Ruse,Bulgaria,67364,65.541179,18.682345,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Guesthouse Split,"Quality bed & breakfasts services in Split, Croatia. Professional and reliable business serving the local community.",25,info@guesthousesplit.com,+50-539-3185,https://www.guesthousesplit.com,565 High Street,Split,Croatia,44315,60.806772,0.385798,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Famagusta,"Quality bed & breakfasts services in Famagusta, Cyprus. Professional and reliable business serving the local community.",25,info@bbfamagusta.com,+87-717-3298,https://www.bbfamagusta.com,411 Church Street,Famagusta,Cyprus,65595,59.531231,-0.484734,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Ostrava,"Quality bed & breakfasts services in Ostrava, Czech Republic. Professional and reliable business serving the local community.",25,info@bbostrava.com,+96-199-8897,https://www.bbostrava.com,396 King Street,Ostrava,Czech Republic,63538,53.117969,-8.715378,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Odense,"Quality bed & breakfasts services in Odense, Denmark. Professional and reliable business serving the local community.",25,info@stayodense.com,+35-732-4419,https://www.stayodense.com,229 Church Street,Odense,Denmark,19135,56.646204,1.98793,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Guesthouse Pärnu,"Quality bed & breakfasts services in Pärnu, Estonia. Professional and reliable business serving the local community.",25,info@guesthousepärnu.com,+73-902-6816,https://www.guesthousepärnu.com,542 High Street,Pärnu,Estonia,67995,56.574,20.972526,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Guesthouse Tampere,"Quality bed & breakfasts services in Tampere, Finland. Professional and reliable business serving the local community.",25,info@guesthousetampere.com,+40-991-3090,https://www.guesthousetampere.com,171 King Street,Tampere,Finland,56191,54.549012,0.645596,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Guesthouse Patras,"Quality bed & breakfasts services in Patras, Greece. Professional and reliable business serving the local community.",25,info@guesthousepatras.com,+42-890-4454,https://www.guesthousepatras.com,927 King Street,Patras,Greece,87121,65.463041,17.331999,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
B&B Miskolc,"Quality bed & breakfasts services in Miskolc, Hungary. Professional and reliable business serving the local community.",25,info@bbmiskolc.com,+77-375-4122,https://www.bbmiskolc.com,88 Queen Street,Miskolc,Hungary,71533,46.085251,10.332001,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Dublin,"Quality bed & breakfasts services in Dublin, Ireland. Professional and reliable business serving the local community.",25,info@staydublin.com,+63-622-7595,https://www.staydublin.com,328 High Street,Dublin,Ireland,39783,40.487107,29.703518,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Turin Inn,"Quality bed & breakfasts services in Turin, Italy. Professional and reliable business serving the local community.",25,info@turininn.com,+84-685-1009,https://www.turininn.com,485 Queen Street,Turin,Italy,50211,66.923985,13.530449,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
B&B Riga,"Quality bed & breakfasts services in Riga, Latvia. Professional and reliable business serving the local community.",25,info@bbriga.com,+69-347-5476,https://www.bbriga.com,534 Church Street,Riga,Latvia,45737,67.011324,16.249888,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Klaipėda,"Quality bed & breakfasts services in Klaipėda, Lithuania. Professional and reliable business serving the local community.",25,info@bbklaipėda.com,+30-673-6353,https://www.bbklaipėda.com,241 Main Street,Klaipėda,Lithuania,76502,50.197332,21.505752,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Rest Dudelange,"Quality bed & breakfasts services in Dudelange, Luxembourg. Professional and reliable business serving the local community.",25,info@restdudelange.com,+75-976-2908,https://www.restdudelange.com,878 High Street,Dudelange,Luxembourg,98350,44.893685,-0.377712,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Birkirkara,"Quality bed & breakfasts services in Birkirkara, Malta. Professional and reliable business serving the local community.",25,info@staybirkirkara.com,+80-584-7481,https://www.staybirkirkara.com,824 Church Street,Birkirkara,Malta,68077,54.48665,17.986529,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
B&B Poznań,"Quality bed & breakfasts services in Poznań, Poland. Professional and reliable business serving the local community.",25,info@bbpoznań.com,+40-260-2789,https://www.bbpoznań.com,239 Main Street,Poznań,Poland,11430,59.014196,5.86409,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Constanța,"Quality bed & breakfasts services in Constanța, Romania. Professional and reliable business serving the local community.",25,info@stayconstanța.com,+44-182-3685,https://www.stayconstanța.com,798 Queen Street,Constanța,Romania,38342,67.846228,14.980518,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Guesthouse Banská Bystrica,"Quality bed & breakfasts services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",25,info@guesthousebanskábystrica.com,+39-489-5501,https://www.guesthousebanskábystrica.com,525 Church Street,Banská Bystrica,Slovakia,94605,46.479239,4.996322,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Velenje,"Quality bed & breakfasts services in Velenje, Slovenia. Professional and reliable business serving the local community.",25,info@bbvelenje.com,+37-874-3030,https://www.bbvelenje.com,946 Queen Street,Velenje,Slovenia,68953,67.348075,-7.844758,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
B&B Västerås,"Quality bed & breakfasts services in Västerås, Sweden. Professional and reliable business serving the local community.",25,info@bbvästerås.com,+73-526-2269,https://www.bbvästerås.com,644 Queen Street,Västerås,Sweden,43472,36.153414,-4.025491,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Salzburg Digital,"Quality blockchain services services in Salzburg, Austria. Professional and reliable business serving the local community.",49,info@salzburgdigital.com,+44-890-8683,https://www.salzburgdigital.com,800 King Street,Salzburg,Austria,21995,61.040307,10.58731,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Burgas Digital,"Quality blockchain services services in Burgas, Bulgaria. Professional and reliable business serving the local community.",49,info@burgasdigital.com,+32-860-4587,https://www.burgasdigital.com,894 Queen Street,Burgas,Bulgaria,22733,61.6335,25.338089,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Blockchain Osijek,"Quality blockchain services services in Osijek, Croatia. Professional and reliable business serving the local community.",49,info@blockchainosijek.com,+32-143-3730,https://www.blockchainosijek.com,846 King Street,Osijek,Croatia,68295,56.919244,0.903015,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Blockchain Nicosia,"Quality blockchain services services in Nicosia, Cyprus. Professional and reliable business serving the local community.",49,info@blockchainnicosia.com,+51-237-3820,https://www.blockchainnicosia.com,318 Church Street,Nicosia,Cyprus,78364,69.969012,-8.903527,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Plzen Digital,"Quality blockchain services services in Plzen, Czech Republic. Professional and reliable business serving the local community.",49,info@plzendigital.com,+93-711-1095,https://www.plzendigital.com,348 King Street,Plzen,Czech Republic,53240,60.235652,22.233021,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Crypto Esbjerg,"Quality blockchain services services in Esbjerg, Denmark. Professional and reliable business serving the local community.",49,info@cryptoesbjerg.com,+92-547-4136,https://www.cryptoesbjerg.com,755 Main Street,Esbjerg,Denmark,56007,53.00509,9.336002,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Chain Kohtla-Järve,"Quality blockchain services services in Kohtla-Järve, Estonia. Professional and reliable business serving the local community.",49,info@chainkohtla-järve.com,+72-825-9230,https://www.chainkohtla-järve.com,556 Queen Street,Kohtla-Järve,Estonia,67418,45.805339,-0.762086,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Crypto Vantaa,"Quality blockchain services services in Vantaa, Finland. Professional and reliable business serving the local community.",49,info@cryptovantaa.com,+52-290-4217,https://www.cryptovantaa.com,345 Church Street,Vantaa,Finland,25202,66.881887,-3.195918,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Chain Athens,"Quality blockchain services services in Athens, Greece. Professional and reliable business serving the local community.",49,info@chainathens.com,+65-269-1656,https://www.chainathens.com,328 Main Street,Athens,Greece,60193,45.084435,-8.771691,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Token Miskolc,"Quality blockchain services services in Miskolc, Hungary. Professional and reliable business serving the local community.",49,info@tokenmiskolc.com,+48-510-3331,https://www.tokenmiskolc.com,238 Church Street,Miskolc,Hungary,27062,38.263218,4.88604,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Dublin Digital,"Quality blockchain services services in Dublin, Ireland. Professional and reliable business serving the local community.",49,info@dublindigital.com,+71-764-3596,https://www.dublindigital.com,930 Queen Street,Dublin,Ireland,11628,39.612429,4.76463,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Milan Digital,"Quality blockchain services services in Milan, Italy. Professional and reliable business serving the local community.",49,info@milandigital.com,+49-826-6598,https://www.milandigital.com,673 King Street,Milan,Italy,51894,53.163699,24.781322,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Jūrmala Digital,"Quality blockchain services services in Jūrmala, Latvia. Professional and reliable business serving the local community.",49,info@jūrmaladigital.com,+66-801-3157,https://www.jūrmaladigital.com,704 High Street,Jūrmala,Latvia,80346,37.031035,13.790036,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Chain Šiauliai,"Quality blockchain services services in Šiauliai, Lithuania. Professional and reliable business serving the local community.",49,info@chainšiauliai.com,+38-602-1606,https://www.chainšiauliai.com,216 Church Street,Šiauliai,Lithuania,20605,37.254779,10.426365,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Esch-sur-Alzette Digital,"Quality blockchain services services in Esch-sur-Alzette, Luxembourg. Professional and reliable business serving the local community.",49,info@esch-sur-alzettedigital.com,+47-993-4067,https://www.esch-sur-alzettedigital.com,917 High Street,Esch-sur-Alzette,Luxembourg,63053,37.548154,17.231055,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Chain Valletta,"Quality blockchain services services in Valletta, Malta. Professional and reliable business serving the local community.",49,info@chainvalletta.com,+38-458-2391,https://www.chainvalletta.com,653 King Street,Valletta,Malta,17703,59.780815,25.596015,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Chain Wrocław,"Quality blockchain services services in Wrocław, Poland. Professional and reliable business serving the local community.",49,info@chainwrocław.com,+49-167-9132,https://www.chainwrocław.com,495 High Street,Wrocław,Poland,72660,46.381081,-6.289329,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Token Cluj-Napoca,"Quality blockchain services services in Cluj-Napoca, Romania. Professional and reliable business serving the local community.",49,info@tokencluj-napoca.com,+97-549-5663,https://www.tokencluj-napoca.com,535 Church Street,Cluj-Napoca,Romania,31612,67.236619,23.150939,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Žilina Digital,"Quality blockchain services services in Žilina, Slovakia. Professional and reliable business serving the local community.",49,info@žilinadigital.com,+82-872-9024,https://www.žilinadigital.com,169 Queen Street,Žilina,Slovakia,11865,45.856524,9.116709,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Token Kranj,"Quality blockchain services services in Kranj, Slovenia. Professional and reliable business serving the local community.",49,info@tokenkranj.com,+94-706-1230,https://www.tokenkranj.com,424 Church Street,Kranj,Slovenia,19919,49.943371,17.632575,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Token Malmö,"Quality blockchain services services in Malmö, Sweden. Professional and reliable business serving the local community.",49,info@tokenmalmö.com,+91-717-8035,https://www.tokenmalmö.com,531 Church Street,Malmö,Sweden,86959,57.676043,11.934637,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Story Innsbruck,"Quality books & media services in Innsbruck, Austria. Professional and reliable business serving the local community.",58,info@storyinnsbruck.com,+56-472-4266,https://www.storyinnsbruck.com,508 Main Street,Innsbruck,Austria,50564,37.328443,8.455325,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Media Varna,"Quality books & media services in Varna, Bulgaria. Professional and reliable business serving the local community.",58,info@mediavarna.com,+36-344-1524,https://www.mediavarna.com,76 Queen Street,Varna,Bulgaria,53517,60.229964,4.131678,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Story Osijek,"Quality books & media services in Osijek, Croatia. Professional and reliable business serving the local community.",58,info@storyosijek.com,+70-428-3210,https://www.storyosijek.com,662 King Street,Osijek,Croatia,23725,44.015524,10.545348,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Nicosia Library,"Quality books & media services in Nicosia, Cyprus. Professional and reliable business serving the local community.",58,info@nicosialibrary.com,+66-214-8956,https://www.nicosialibrary.com,720 King Street,Nicosia,Cyprus,11527,53.66844,12.473061,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Prague Library,"Quality books & media services in Prague, Czech Republic. Professional and reliable business serving the local community.",58,info@praguelibrary.com,+58-795-2683,https://www.praguelibrary.com,215 Church Street,Prague,Czech Republic,85229,63.555897,-4.158537,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Story Odense,"Quality books & media services in Odense, Denmark. Professional and reliable business serving the local community.",58,info@storyodense.com,+78-817-2068,https://www.storyodense.com,916 Main Street,Odense,Denmark,32694,47.674883,29.418826,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Books Pärnu,"Quality books & media services in Pärnu, Estonia. Professional and reliable business serving the local community.",58,info@bookspärnu.com,+56-120-5974,https://www.bookspärnu.com,855 Queen Street,Pärnu,Estonia,56116,40.167517,-7.509701,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Books Oulu,"Quality books & media services in Oulu, Finland. Professional and reliable business serving the local community.",58,info@booksoulu.com,+99-226-3327,https://www.booksoulu.com,309 Queen Street,Oulu,Finland,88837,61.613446,-8.202321,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Larissa Library,"Quality books & media services in Larissa, Greece. Professional and reliable business serving the local community.",58,info@larissalibrary.com,+85-304-8882,https://www.larissalibrary.com,665 Church Street,Larissa,Greece,93135,51.99124,-8.979637,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Media Pécs,"Quality books & media services in Pécs, Hungary. Professional and reliable business serving the local community.",58,info@mediapécs.com,+72-734-7012,https://www.mediapécs.com,280 High Street,Pécs,Hungary,44201,55.436388,-0.460834,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Books Waterford,"Quality books & media services in Waterford, Ireland. Professional and reliable business serving the local community.",58,info@bookswaterford.com,+92-834-6363,https://www.bookswaterford.com,382 Main Street,Waterford,Ireland,94834,38.164256,15.25556,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Turin Library,"Quality books & media services in Turin, Italy. Professional and reliable business serving the local community.",58,info@turinlibrary.com,+33-917-5633,https://www.turinlibrary.com,1 Church Street,Turin,Italy,85755,52.500335,7.005088,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Media Jūrmala,"Quality books & media services in Jūrmala, Latvia. Professional and reliable business serving the local community.",58,info@mediajūrmala.com,+69-194-8259,https://www.mediajūrmala.com,979 High Street,Jūrmala,Latvia,84397,36.107315,20.846017,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Media Panevėžys,"Quality books & media services in Panevėžys, Lithuania. Professional and reliable business serving the local community.",58,info@mediapanevėžys.com,+96-853-9670,https://www.mediapanevėžys.com,935 Church Street,Panevėžys,Lithuania,49391,43.049435,29.439361,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Books Differdange,"Quality books & media services in Differdange, Luxembourg. Professional and reliable business serving the local community.",58,info@booksdifferdange.com,+84-167-4510,https://www.booksdifferdange.com,878 High Street,Differdange,Luxembourg,89083,53.516973,-6.121769,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Sliema Library,"Quality books & media services in Sliema, Malta. Professional and reliable business serving the local community.",58,info@sliemalibrary.com,+65-856-4239,https://www.sliemalibrary.com,48 High Street,Sliema,Malta,79168,38.272091,10.241797,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Media Łódź,"Quality books & media services in Łódź, Poland. Professional and reliable business serving the local community.",58,info@mediałódź.com,+31-539-3015,https://www.mediałódź.com,989 Church Street,Łódź,Poland,66662,35.047628,-7.216108,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Books Cluj-Napoca,"Quality books & media services in Cluj-Napoca, Romania. Professional and reliable business serving the local community.",58,info@bookscluj-napoca.com,+90-364-4270,https://www.bookscluj-napoca.com,2 King Street,Cluj-Napoca,Romania,70143,53.3988,11.440848,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Banská Bystrica Library,"Quality books & media services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",58,info@banskábystricalibrary.com,+98-415-5742,https://www.banskábystricalibrary.com,15 High Street,Banská Bystrica,Slovakia,72681,67.106462,23.408983,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Read Koper,"Quality books & media services in Koper, Slovenia. Professional and reliable business serving the local community.",58,info@readkoper.com,+99-938-9643,https://www.readkoper.com,373 Queen Street,Koper,Slovenia,28048,54.607551,-3.395022,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Media Malmö,"Quality books & media services in Malmö, Sweden. Professional and reliable business serving the local community.",58,info@mediamalmö.com,+38-326-1743,https://www.mediamalmö.com,671 High Street,Malmö,Sweden,14669,54.712023,5.450467,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Novel Salzburg,"Quality bookstore services in Salzburg, Austria. Professional and reliable business serving the local community.",5,info@novelsalzburg.com,+79-399-1354,https://www.novelsalzburg.com,71 King Street,Salzburg,Austria,47176,46.400952,8.926169,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Bookstore Plovdiv,"Quality bookstore services in Plovdiv, Bulgaria. Professional and reliable business serving the local community.",5,info@bookstoreplovdiv.com,+65-864-8506,https://www.bookstoreplovdiv.com,89 High Street,Plovdiv,Bulgaria,60669,54.774854,-0.033725,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Split Books,"Quality bookstore services in Split, Croatia. Professional and reliable business serving the local community.",5,info@splitbooks.com,+72-773-6228,https://www.splitbooks.com,797 Main Street,Split,Croatia,13893,44.419657,-4.986165,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Read Nicosia,"Quality bookstore services in Nicosia, Cyprus. Professional and reliable business serving the local community.",5,info@readnicosia.com,+31-733-5889,https://www.readnicosia.com,935 King Street,Nicosia,Cyprus,16519,61.754099,-3.148976,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Ostrava Books,"Quality bookstore services in Ostrava, Czech Republic. Professional and reliable business serving the local community.",5,info@ostravabooks.com,+97-521-7537,https://www.ostravabooks.com,626 Church Street,Ostrava,Czech Republic,64364,65.171995,-2.714169,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Bookstore Odense,"Quality bookstore services in Odense, Denmark. Professional and reliable business serving the local community.",5,info@bookstoreodense.com,+52-577-9945,https://www.bookstoreodense.com,626 Main Street,Odense,Denmark,20406,54.639509,8.678179,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Library Kohtla-Järve,"Quality bookstore services in Kohtla-Järve, Estonia. Professional and reliable business serving the local community.",5,info@librarykohtla-järve.com,+74-861-1753,https://www.librarykohtla-järve.com,939 High Street,Kohtla-Järve,Estonia,31723,36.133082,14.801595,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Read Vantaa,"Quality bookstore services in Vantaa, Finland. Professional and reliable business serving the local community.",5,info@readvantaa.com,+43-698-5692,https://www.readvantaa.com,775 Main Street,Vantaa,Finland,14233,51.123667,28.709257,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Patras Books,"Quality bookstore services in Patras, Greece. Professional and reliable business serving the local community.",5,info@patrasbooks.com,+89-623-8735,https://www.patrasbooks.com,811 Queen Street,Patras,Greece,97810,69.182954,8.759732,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Read Budapest,"Quality bookstore services in Budapest, Hungary. Professional and reliable business serving the local community.",5,info@readbudapest.com,+55-490-5627,https://www.readbudapest.com,897 Queen Street,Budapest,Hungary,29051,47.822155,-3.753032,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
