name,description,address,phone_number,website,email,category,city,country,postal_code,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,is_active,is_public,is_featured
Diploid,"Laid-back hangout fixing up brunch staples & sweet treats, plus roasted coffee & specialty drinks.","18 Rue de la Platière, 69001 Lyon, France",,http://slake-coffee.com/,info@diploid.com,Asian Restaurants,Lyon,France,,45.766024,4.83238,,,,,,,,true,true,false
Dipòsit de les Aigües,Professional library services.,"Carrer de Ramon Trias Fargas, 25, 27, Sant Martí, 08005 Barcelona, Spain",935 42 20 00,https://www.upf.edu/web/biblioteca-informatica,info@dipositdelesaigues.com,Libraries,Barcelona,Spain,,41.390447,2.188943,,,,,,,,true,true,false
Dirty Dick,"Buzzy, low-lit dive bar with a Polynesian vibe, pouring inventive tropical cocktails.","10 Rue Frochot, 75009 Paris, France",,https://www.facebook.com/Dirty-Dick-504787289561262/,info@dirtydick.com,Bars & Pubs,Paris,France,,48.881545,2.337506,,,,,,,,true,true,false
Disco City Hall,"Drinks & dancing to house, techno & hip-hop at a basement club with plush decor & flamenco shows.","Rambla de Catalunya, 2, 4, Eixample, 08007 Barcelona, Spain",667 16 67 89,https://cityhallbarcelona.com/,info@discocityhall.com,Entertainment & Nightlife,Barcelona,Spain,,41.387731,2.168324,,,,,,,,true,true,false
Discos Amsterdam,Professional store services.,"Av. de Pius XII, 2, Nuevo Centro) Local 80, Campanar, 46009 València, Valencia, Spain",963 48 39 65,http://juanvitoria.com/shop/index.php,info@discosamsterdam.com,Retail,Valencia,Spain,,39.480909,-0.390773,,,,,,,,true,true,false
Disfrutar,"Experimental tasting menus emphasise Mediterranean seafood in an airy, upscale dining room.","Carrer de Villarroel, 163, L'Eixample, 08036 Barcelona, Spain",933 48 68 96,http://www.disfrutarbarcelona.com/,info@disfrutar.com,Asian Restaurants,Barcelona,Spain,,41.387763,2.153199,,,,,,,,true,true,false
Distrikt coffee,"Trendy, industrial-chic cafe serving coffee, breakfast plates & smoothies in a plant-filled space.","Bergstraße 68, 10115 Berlin, Germany",,http://distriktcoffee.de/,info@distriktcoffee.com,Cafés & Coffee,Berlin,Germany,,52.531603,13.394115,,,,,,,,true,true,false
Djelani Maachi,Professional hair salon services.,"40 Rue Coquillière, 75001 Paris, France",06 88 88 57 47,http://www.djelani-maachi.com/,info@djelanimaachi.com,Beauty Salon,Paris,France,,48.86452,2.341205,,,,,,,,true,true,false
Do My Shoes,Professional shoe store services.,"7 Rue des Arts, 31000 Toulouse, France",0 893 02 51 32,,info@domyshoes.com,Shoe Stores,Toulouse,France,,43.600206,1.447039,,,,,,,,true,true,false
Docali Lyon - Centre dentaire Lyon Frères Lumière,Professional dentist services.,"188 Av. des Frères Lumière, 69008 Lyon, France",04 28 29 44 00,https://centre-dentaire-lyon-8-docali.fr/,info@docalilyoncentredentairelyonfrereslumiere.com,Dentist,Lyon,France,,45.743119,4.874835,,,,,,,,true,true,false
Docteur Angéline Nguyen,Professional doctor services.,"Cap'Rempart, 1 Rue d'Austerlitz, 31000 Toulouse, France",05 32 26 30 00,http://www.mutuelledurempart.fr/cap-rempart,info@docteurangelinenguyen.com,Medical Laboratories,Toulouse,France,,43.605508,1.447478,,,,,,,,true,true,false
Docteur Charlotte PARMENT,Professional doctor services.,"Medical Office Ipso Saint-Martin, 323 Rue Saint-Martin, 75003 Paris, France",07 51 51 31 09,http://www.ipsosante.fr/,info@docteurcharlotteparment.com,Medical Laboratories,Paris,France,,48.86738,2.354513,,,,,,,,true,true,false
Docteur Emmanuel Miège,Professional doctor services.,"8 Pl. des Terreaux CENTRE VIASANA, 69001 Lyon, France",07 66 42 73 37,https://www.doctolib.fr/osteopathe/lyon/emmanuel-miege?utm_source=google&utm_medium=organic&utm_term=osteopathe&utm_content=lyon&utm_campaign=google-maps,info@docteuremmanuelmiege.com,Medical Laboratories,Lyon,France,,45.767842,4.833088,,,,,,,,true,true,false
Docteur Gunita Jolly,Professional doctor services.,"34 Rue de Chazelles, 75017 Paris, France",09 86 15 86 40,https://www.english-doctor-paris.com/,info@docteurgunitajolly.com,Medical Laboratories,Paris,France,,48.880939,2.306705,,,,,,,,true,true,false
Docteur Pauline Cheminal,Professional doctor services.,"55 Pl. de la République, 69002 Lyon, France",04 78 42 64 51,https://www.maiia.com/cabinet-medical/69002-lyon/cabinet-des-docteurs-sylvie-rogemond-et--pauline-cheminal,info@docteurpaulinecheminal.com,Medical Laboratories,Lyon,France,,45.760012,4.835941,,,,,,,,true,true,false
Docteur Pauline Munier,Professional doctor services.,"20 Pl. Occitane, 31000 Toulouse, France",05 62 52 22 96,https://www.doctolib.fr/medecin-generaliste/toulouse/pauline-munier-toulouse,info@docteurpaulinemunier.com,Medical Laboratories,Toulouse,France,,43.603148,1.448844,,,,,,,,true,true,false
Docteur Sayfedine BEN KHALED,Professional doctor services.,"152 Rue Paradis, 13006 Marseille, France",06 59 60 12 44,,info@docteursayfedinebenkhaled.com,Medical Laboratories,Marseille,France,,43.28565,5.379682,,,,,,,,true,true,false
Docteur Sophie Martin,Professional doctor services.,"54 Rte de Launaguet, 31200 Toulouse, France",05 61 47 88 18,http://www.centre-medical-toulouse.fr/,info@docteursophiemartin.com,Medical Laboratories,Toulouse,France,,43.629826,1.438018,,,,,,,,true,true,false
Docteur Yildiz Joseph Medecin Expert,Professional doctor services.,"8 Rue Paul-Louis Courier, 75007 Paris, France",01 43 35 50 76,,info@docteuryildizjosephmedecinexpert.com,Medical Laboratories,Paris,France,,48.856405,2.324279,,,,,,,,true,true,false
Doerfert | Forbes Global Properties,Professional real estate agency services.,"Ballindamm 39, 20095 Hamburg, Germany",040 57248952,https://doerfert-immobilien.de/,info@doerfertforbesglobalproperties.com,Real Estate Agencies,Hamburg,Germany,,53.551978,9.995696,,,,,,,,true,true,false
Dolcini,"Daily specials at an intimate, lively trattoria-style restaurant specialising in pasta dishes.","Jägerstraße 70, 10117 Berlin, Germany",030 24630456,http://www.dolcini.berlin/,info@dolcini.com,Italian Restaurants,Berlin,Germany,,52.51382,13.386757,,,,,,,,true,true,false
Dolores Mitte,Californian-style burrito restaurant with slogans on the walls & a counter with fresh ingredients.,"Rosa-Luxemburg-Straße 7, 10178 Berlin, Germany",030 28099597,https://dolores-burritos.de/,info@doloresmitte.com,Restaurant,Berlin,Germany,,52.523832,13.409183,,,,,,,,true,true,false
Domi French | Tapas Restaurant Madrid,Professional restaurant services.,"Calle de Echegaray, 27, Centro, 28014 Madrid, Spain",654 15 21 74,https://domifrench.com/?utm_source=GMB&utm_medium=gmb&utm_campaign=gmb&utm_id=web,info@domifrenchtapasrestaurantmadrid.com,Restaurant,Madrid,Spain,,40.414078,-3.69949,,,,,,,,true,true,false
Domingo Monforte,Professional lawyer services.,"Av. del Marqués de Sotelo, 3, puerta 8, Ciutat Vella, 46002 Valencia, Spain",963 94 36 32,http://www.domingomonforte.com/,info@domingomonforte.com,Legal Services,Valencia,Spain,,39.468768,-0.376724,,,,,,,,true,true,false
Don Asador,Professional restaurant services.,"Carrer del Comte d'Urgell, 111, L'Eixample, 08011 Barcelona, Spain",661 40 45 30,https://app.donasador.es/inicio/,info@donasador.com,Restaurant,Barcelona,Spain,,41.384486,2.155188,,,,,,,,true,true,false
Don Bar,Professional bar services.,"Carrer del Comte d'Urgell, 122, L'Eixample, 08011 Barcelona, Spain",647 92 90 51,,info@donbar.com,Bars & Pubs,Barcelona,Spain,,41.384617,2.155672,,,,,,,,true,true,false
Don Giovanni,Homestyle Italian dishes from antipasti to desserts in a convivial space with wood & brick accents.,"19 Rue François Miron, 75004 Paris, France",01 48 87 01 02,http://www.dongiovanniparis.com/,info@dongiovanni.com,Italian Restaurants,Paris,France,,48.855788,2.357267,,,,,,,,true,true,false
Don Kilo Gourmet,"Casual restaurant featuring brick-oven pizza, plus tapas, salads & dessert in a cheerful atmosphere.","Carrer de Còrsega, 398, L'Eixample, 08037 Barcelona, Spain",931 05 31 09,https://donkilobarcelona.com/gourmet/,info@donkilogourmet.com,Pizza Restaurants,Barcelona,Spain,,41.399853,2.164035,,,,,,,,true,true,false
Don Kilo Italian Restaurant,"Pizza, pasta & other Italian fare, plus beer & homemade dessert, in a low-key setting.","Carrer de Girona, 133, L'Eixample, 08037 Barcelona, Spain",936 63 71 72,https://donkilobarcelona.com/,info@donkiloitalianrestaurant.com,Italian Restaurants,Barcelona,Spain,,41.397897,2.166907,,,,,,,,true,true,false
Dong Feng,Professional chinese restaurant services.,"C. de Ibiza, 23, Retiro, 28009 Madrid, Spain",915 73 62 89,https://restaurantechinodongfengmadrid.com/,info@dongfeng.com,Asian Restaurants,Madrid,Spain,,40.418394,-3.675688,,,,,,,,true,true,false
Doriane Bijoux,Professional jewelry store services.,"55 Rue Paradis, 13006 Marseille, France",04 91 54 21 17,https://www.doriane-bijoux.com/,info@dorianebijoux.com,Jewelry Stores,Marseille,France,,43.291921,5.377641,,,,,,,,true,true,false
Dorise Joaillier,Professional jewelry store services.,"41 Rue Croix Baragnon, 31000 Toulouse, France",05 61 52 38 03,http://www.dorise-joaillier.com/,info@dorisejoaillier.com,Jewelry Stores,Toulouse,France,,43.599654,1.448236,,,,,,,,true,true,false
Dormir à Lyon - Artelit,Professional bed and breakfast services.,"16 Rue du Bœuf, 69005 Lyon, France",,http://www.dormiralyon.com/,info@dormiralyonartelit.com,Bed & Breakfasts,Lyon,France,,45.762911,4.827044,,,,,,,,true,true,false
Dougs,Professional consultant services.,"7 Av. Adolphe Max, 69005 Lyon, France",04 28 29 62 62,https://www.dougs.fr/,info@dougs.com,Business Consultants,Lyon,France,,45.759731,4.826725,,,,,,,,true,true,false
"Dr ALEM Delphine, Dr DANDURAND Laurence et Dr PISARIK Catherine",Professional doctor services.,"43 Rue Monserby, 31500 Toulouse, France",05 34 30 08 89,http://maiia.com/,info@dralemdelphinedrdandurandlaurenceetdrpisarikcatherine.com,Medical Laboratories,Toulouse,France,,43.61833,1.464217,,,,,,,,true,true,false
Dr Alice JON,Professional doctor services.,"96 Rue de Rivoli, 75004 Paris, France",09 87 73 61 00,https://www.doctolib.fr/medecin-generaliste/paris/alice-jon,info@dralicejon.com,Medical Laboratories,Paris,France,,48.858576,2.348606,,,,,,,,true,true,false
Dr Amélie BAISSAC,Professional doctor services.,"136 Bd Longchamp, 13001 Marseille, France",04 86 01 29 59,https://www.doctolib.fr/medecin-generaliste/marseille/amelie-baissac?pid=practice-201195&utm_campaign=google-maps&utm_content=marseille&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drameliebaissac.com,Medical Laboratories,Marseille,France,,43.303266,5.392749,,,,,,,,true,true,false
Dr Annabelle Robin,Professional doctor services.,"7 Rue du Griffon, 69001 Lyon, France",04 78 39 17 22,https://www.maiia.com/medecin-generaliste/69001-lyon/robin-annabelle,info@drannabellerobin.com,Medical Laboratories,Lyon,France,,45.768919,4.836438,,,,,,,,true,true,false
Dr Benedikta Reiss,Professional doctor services.,"4 Av. Saint-Honoré d'Eylau, 75016 Paris, France",01 56 88 17 17,https://www.doctolib.fr/medecine-interne/paris/benedikta-reiss?utm_campaign=google-maps&utm_content=paris&utm_medium=organic&utm_source=google&utm_term=medecine-interne,info@drbenediktareiss.com,Medical Laboratories,Paris,France,,48.867414,2.286597,,,,,,,,true,true,false
Dr Bernard MAHE,Professional doctor services.,"54 Rue Mazenod, 13002 Marseille, France",04 91 90 91 58,https://www.maiia.com/medecin-generaliste/13002-marseille/mahe-bernard,info@drbernardmahe.com,Medical Laboratories,Marseille,France,,43.304178,5.366356,,,,,,,,true,true,false
Dr Christine Cornanguer,Professional doctor services.,"8 Rue de Jarente, 75004 Paris, France",01 42 76 03 63,http://www.doctolib.fr/medecin-generaliste/paris/christine-cornanguer?utm_campaign=google-maps&utm_content=paris&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drchristinecornanguer.com,Medical Laboratories,Paris,France,,48.855942,2.362667,,,,,,,,true,true,false
Dr Claire Paris,Professional doctor services.,"86 Rue de l'Université, 75007 Paris, France",01 40 62 95 28,,info@drclaireparis.com,Medical Laboratories,Paris,France,,48.85955,2.323616,,,,,,,,true,true,false
Dr DA LUZ Laurent - Médecin généraliste - Cabinet médical de la Concorde,Professional doctor services.,"25 Rue Roquelaine, 31000 Toulouse, France",09 87 47 54 94,https://www.doctolib.fr/medecin-generaliste/toulouse/laurent-da-luz,info@drdaluzlaurentmedecingeneralistecabinetmedicaldelaconcorde.com,Medical Laboratories,Toulouse,France,,43.611143,1.445963,,,,,,,,true,true,false
Dr Danvin Caroline,Professional doctor services.,"37 Av. Robert Schuman, 13002 Marseille, France",04 91 90 52 30,http://www.doctolib.fr/medecin-generaliste/marseille/caroline-danvin?utm_campaign=google-maps&utm_content=marseille&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drdanvincaroline.com,Medical Laboratories,Marseille,France,,43.302893,5.366252,,,,,,,,true,true,false
Dr Delort Marie,Professional doctor services.,"40 Rue de la Balance, 31000 Toulouse, France",06 37 10 78 99,,info@drdelortmarie.com,Medical Laboratories,Toulouse,France,,43.614054,1.440335,,,,,,,,true,true,false
Dr Diane KOEHLER,Professional doctor services.,"23 Rue Neuve, 69001 Lyon, France",04 78 38 76 90,https://www.maiia.com/medecin-generaliste/69001-lyon/koehler-diane?speciality=medecin-generaliste&locality=69001-lyon&slug=koehler-diane,info@drdianekoehler.com,Medical Laboratories,Lyon,France,,45.765414,4.836441,,,,,,,,true,true,false
Dr Djamila SADOK,Professional doctor services.,"96 Av. Yves Brunaud, 31500 Toulouse, France",05 61 48 76 83,https://www.maiia.com/medecin-generaliste/31500-toulouse/sadok-djamilla,info@drdjamilasadok.com,Medical Laboratories,Toulouse,France,,43.619277,1.467971,,,,,,,,true,true,false
Dr FORESTIER Benoît - Généraliste Lyon 1,Professional doctor services.,"1 Rue Constantine, 69001 Lyon, France",04 78 69 51 16,https://www.doctolib.fr/medecin-generaliste/lyon-1er-arrondissement/benoit-forestier-lyon-1er-arrondissement,info@drforestierbenoitgeneralistelyon1.com,Medical Laboratories,Lyon,France,,45.766742,4.830581,,,,,,,,true,true,false
Dr Julia DE LARMINAT Médecin généraliste,Professional doctor services.,"3 Quai Tilsitt, 69002 Lyon, France",04 28 38 19 95,https://www.doctolib.fr/medecin-generaliste/lyon/julia-de-larminat,info@drjuliadelarminatmedecingeneraliste.com,Medical Laboratories,Lyon,France,,45.758735,4.829272,,,,,,,,true,true,false
Dr Karim Haroune,Professional doctor services.,"246 Bd National, 13003 Marseille, France",04 91 50 30 30,http://www.doctolib.fr/medecin-generaliste/marseille/karim-haroune-marseille?utm_campaign=google-maps&utm_content=marseille&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drkarimharoune.com,Medical Laboratories,Marseille,France,,43.310911,5.378754,,,,,,,,true,true,false
Dr Lazaridis,Professional doctor services.,"1 Rue Colonel Chambonnet, 69002 Lyon, France",04 72 65 64 84,http://doctolib.fr/,info@drlazaridis.com,Medical Laboratories,Lyon,France,,45.759136,4.830562,,,,,,,,true,true,false
"Dr Lluna Gascó, Carlos",Professional doctor services.,"C/ de l'Editor Manuel Aguilar, 3, Ciutat Vella, 46001 València, Valencia, Spain",963 91 66 16,,info@drllunagascocarlos.com,Medical Laboratories,Valencia,Spain,,39.472686,-0.380502,,,,,,,,true,true,false
Dr Luc BLONDEAU,Professional doctor services.,"4 Rue du Président Carnot, 69002 Lyon, France",,http://www.doctolib.fr/medecin-generaliste/lyon/luc-blondeau?utm_campaign=google-maps&utm_content=lyon&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drlucblondeau.com,Medical Laboratories,Lyon,France,,45.762559,4.837127,,,,,,,,true,true,false
Dr Mahmoud Benghomrani,Professional doctor services.,"10 Rue de Forbin, 13003 Marseille, France",04 12 05 22 25,https://www.doctolib.fr/medecin-generaliste/marseille/mahmoud-benghomrani,info@drmahmoudbenghomrani.com,Medical Laboratories,Marseille,France,,43.306334,5.372393,,,,,,,,true,true,false
Dr Marie JADOT,Professional doctor services.,"3 Rue de Friedland, 13006 Marseille, France",04 91 09 10 45,http://www.doctolib.fr/medecin-generaliste/aix-en-provence/marie-jadot?utm_campaign=google-maps&utm_content=aix-en-provence&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drmariejadot.com,Medical Laboratories,Marseille,France,,43.286707,5.387257,,,,,,,,true,true,false
Dr Marie Tournié | Dentiste Toulouse,Professional dentist services.,"2 Rue Théodore Ozenne, 31000 Toulouse, France",05 61 14 04 14,https://dentistes-toulouse-ozenne.fr/,info@drmarietourniedentistetoulouse.com,Dentist,Toulouse,France,,43.597422,1.445788,,,,,,,,true,true,false
Dr Nancy Salzman Jessula,Professional doctor services.,"1 Av. de Lowendal, 75007 Paris, France",01 45 63 18 43,http://doctor-salzman.com/NEW/index.html,info@drnancysalzmanjessula.com,Medical Laboratories,Paris,France,,48.853627,2.310309,,,,,,,,true,true,false
Dr PASINI Benoit,Professional doctor services.,"174 Bd de la Croix-Rousse, 69001 Lyon, France",04 72 07 73 92,https://www.maiia.com/medecin-generaliste/69001-lyon/pasini-benoit,info@drpasinibenoit.com,Medical Laboratories,Lyon,France,,45.774344,4.834242,,,,,,,,true,true,false
Dr Romain Cezilly,Professional doctor services.,"8 Rue des Fabres, 13001 Marseille, France",04 91 90 38 62,https://www.doctolib.fr/medecin-generaliste/marseille/romain-cezilly,info@drromaincezilly.com,Medical Laboratories,Marseille,France,,43.296636,5.376271,,,,,,,,true,true,false
Dr Sabbah KHOULALENE,Professional doctor services.,"89 Rue de la République, 13002 Marseille, France",04 91 18 51 54,http://www.doctolib.fr/medecin-generaliste/marseille/sabbah-khoulalene?utm_campaign=google-maps&utm_content=marseille&utm_medium=organic&utm_source=google&utm_term=medecin-generaliste,info@drsabbahkhoulalene.com,Medical Laboratories,Marseille,France,,43.302891,5.368485,,,,,,,,true,true,false
Dr Sarah CHAMPEAU,Professional doctor services.,"2 Rue Rigord, 13007 Marseille, France",09 53 17 11 97,https://illidoc.com/cabinet/docteur-champeau-sarah/,info@drsarahchampeau.com,Medical Laboratories,Marseille,France,,43.292101,5.370517,,,,,,,,true,true,false
Dr Syed Abbas,Professional doctor services.,"20 Bd Montmartre, 75009 Paris, France",07 56 85 99 00,https://www.doctolib.fr/medecin-generaliste/paris/abbas-syed,info@drsyedabbas.com,Medical Laboratories,Paris,France,,48.872168,2.340488,,,,,,,,true,true,false
Dr Tom TRUONG : Dentiste Esthétique à BT SMILE,Professional dentist services.,"46 Rue Charles de Rémusat, 31000 Toulouse, France",05 34 33 87 91,https://www.btsmile.com/,info@drtomtruongdentisteesthetiqueabtsmile.com,Dentist,Toulouse,France,,43.606812,1.445149,,,,,,,,true,true,false
Dr auto,Professional car repair services.,"24 Rue Jouven, 13003 Marseille, France",07 58 71 32 28,,info@drauto.com,Auto Repair,Marseille,France,,43.314388,5.374734,,,,,,,,true,true,false
Dr. Alexander Bunge,Professional doctor services.,"Av. de Blasco Ibáñez, 14, El Pla del Real, 46010 València, Valencia, Spain",961 04 16 15,https://www.doctoralia.es/alexander-bunge/otorrino/alzira,info@dralexanderbunge.com,Medical Laboratories,Valencia,Spain,,39.47806,-0.364604,,,,,,,,true,true,false
"Dr. Alexander Mittmann, LL.M.",Professional lawyer services.,"Colonnaden 39, 20354 Hamburg, Germany",040 46008693,https://www.mittmann-law.de/,info@dralexandermittmannllm.com,Legal Services,Hamburg,Germany,,53.5569,9.99004,,,,,,,,true,true,false
"Dr. Bek, Dr. Lozo, Dr. Föhse & Kollegen",Professional doctor services.,"Friedrichstraße 147, 10117 Berlin, Germany",030 609609880,http://www.dr-bek.de/,info@drbekdrlozodrfohsekollegen.com,Medical Laboratories,Berlin,Germany,,52.519633,13.387964,,,,,,,,true,true,false
Dr. Brauer Rechtsanwälte Berlin,Professional lawyer services.,"Friedrichstraße 171, 10117 Berlin, Germany",030 303660350,https://www.die-anwalts-kanzlei.de/kanzleistandort/berlin/,info@drbrauerrechtsanwalteberlin.com,Legal Services,Berlin,Germany,,52.514567,13.388915,,,,,,,,true,true,false
Dr. Brauer Rechtsanwälte Hamburg,Professional lawyer services.,"Ballindamm 3, 20095 Hamburg, Germany",040 809081340,https://www.die-anwalts-kanzlei.de/kanzleistandort/hamburg/,info@drbrauerrechtsanwaltehamburg.com,Legal Services,Hamburg,Germany,,53.555106,10.000502,,,,,,,,true,true,false
Dr. Carlos Zito,Professional doctor services.,"Pg. de Gràcia, 97, 4-1ra, L'Eixample, 08008 Barcelona, Spain",622 23 64 55,https://drcarloszito.com/,info@drcarloszito.com,Medical Laboratories,Barcelona,Spain,,41.395168,2.16047,,,,,,,,true,true,false
Dr. Detlev Baumgarten,Professional dentist services.,"Quarree 4, 22041 Hamburg, Germany",040 68913400,https://quarree-dental.de/,info@drdetlevbaumgarten.com,Dentist,Hamburg,Germany,,53.573044,10.064624,,,,,,,,true,true,false
Dr. Ellen Becker,Professional doctor services.,"Münzstraße 8, 10178 Berlin, Germany",030 2477039,,info@drellenbecker.com,Medical Laboratories,Berlin,Germany,,52.524382,13.40868,,,,,,,,true,true,false
Dr. Enrique Garrigós Llabata,Professional doctor services.,"Pl. del Ayuntamiento, 19, 1°C, Ciutat Vella, 46002 Valencia, Spain",960 25 21 29,https://www.doctoralia.es/enrique-garrigos-llabata/ginecologo/valencia,info@drenriquegarrigosllabata.com,Medical Laboratories,Valencia,Spain,,39.4706,-0.376028,,,,,,,,true,true,false
Dr. Fenske Tierarztpraxis Hamburg Bergedorf für Kleintiere und Vögel,Professional veterinary care services.,"Osterrade 36a, 21031 Hamburg, Germany",040 72104040,https://www.tierarztbergedorf.de/,info@drfensketierarztpraxishamburgbergedorffurkleintiereundvogel.com,Veterinary,Hamburg,Germany,,53.510702,10.184123,,,,,,,,true,true,false
Dr. Götze Land & Karte GmbH,Professional book store services.,"Alstertor 14, 20095 Hamburg, Germany",040 3574630,http://www.landundkarte.de/,info@drgotzelandkartegmbh.com,Bookstore,Hamburg,Germany,,53.552693,9.997318,,,,,,,,true,true,false
Dr. Henrik Göddeke lawyer for labor law,Professional lawyer services.,"Leipziger Pl. 15, 10117 Berlin, Germany",030 25894464,https://anwalt-arbeitsrecht-kuendigung-berlin.de/,info@drhenrikgoddekelawyerforlaborlaw.com,Legal Services,Berlin,Germany,,52.510424,13.378358,,,,,,,,true,true,false
Dr. Hugo Bersat,Professional doctor services.,"8 Pl. Dupuy, 31000 Toulouse, France",05 61 62 63 17,https://www.centremedicaldupuycare.fr/,info@drhugobersat.com,Medical Laboratories,Toulouse,France,,43.600322,1.454136,,,,,,,,true,true,false
"Dr. Ilham Abdelrahim - Native English Speaking Doctor, Médecin belge francophone",Professional doctor services.,"Carrer de Puig-reig, 10, bajo, Sarrià-Sant Gervasi, 08006 Barcelona, Spain",931 05 01 59,http://www.healthcarebarcelona.com/,info@drilhamabdelrahimnativeenglishspeakingdoctormedecinbelgefrancophone.com,Medical Laboratories,Barcelona,Spain,,41.404738,2.142924,,,,,,,,true,true,false
Dr. J. Burmeister Strafverteidiger Criminal Lawyer Criminal Law Berlin,Professional lawyer services.,"Stralauer Pl. 34, 10243 Berlin, Germany",030 20237947,https://ra-burmeister.de/,info@drjburmeisterstrafverteidigercriminallawyercriminallawberlin.com,Legal Services,Berlin,Germany,,52.508827,13.432486,,,,,,,,true,true,false
Dr. Martens,"Iconic footwear brand & retailer supplying chunky shoes & work boots, in many colors & patterns.","Mönckebergstraße 19, 20095 Hamburg, Germany",040 32508911,https://www.drmartens.com/de/de/?utm_source=google&utm_medium=organic&utm_campaign=google%20my%20business&utm_content=240-014,info@drmartens.com,Shoe Stores,Hamburg,Germany,,53.550525,9.997895,,,,,,,,true,true,false
Dr. Mathieu Delannée - Dentist Toulouse,Professional dentist services.,"16 Rue Paul Vidal, 31000 Toulouse, France",05 61 23 01 29,,info@drmathieudelanneedentisttoulouse.com,Dentist,Toulouse,France,,43.603018,1.448407,,,,,,,,true,true,false
Dr. Moreau-Neret Karine,Professional doctor services.,"32 Rue de l'Olivier, 13005 Marseille, France",04 91 47 82 87,https://www.rdvmedicaux.com/annuaire/paca/bouches-du-rhone/13005/generaliste/r6190-karine-moreau-neret,info@drmoreauneretkarine.com,Medical Laboratories,Marseille,France,,43.294443,5.38856,,,,,,,,true,true,false
Dr. Nicolas LEVY,Professional doctor services.,"58 La Canebière, 13001 Marseille, France",04 91 82 67 49,,info@drnicolaslevy.com,Medical Laboratories,Marseille,France,,43.296956,5.37991,,,,,,,,true,true,false
Dr. Pierre Saint-Germain,Professional doctor services.,"11 Rue de la Tour, 75116 Paris, France",01 45 04 37 19,https://www.doctolib.fr/medecin-generaliste/paris/pierre-saint-germain?utm_source=google&utm_medium=organic&utm_term=medecin-generaliste&utm_content=paris&utm_campaign=google-maps,info@drpierresaintgermain.com,Medical Laboratories,Paris,France,,48.858929,2.283009,,,,,,,,true,true,false
Dr. Piñal and Associates - Plastic Surgery and Hand,Professional doctor services.,"C. de Serrano, 58, Salamanca, 28001 Madrid, Spain",914 31 00 51,http://www.drpinal.com/,info@drpinalandassociatesplasticsurgeryandhand.com,Medical Laboratories,Madrid,Spain,,40.42871,-3.687059,,,,,,,,true,true,false
Dr. Stefan Botnar,Professional doctor services.,"Torre Mapfre, Carrer de la Marina, 16, 18, Sant Martí, 08005 Barcelona, Spain",652 91 09 99,https://www.stefandoctor.com/,info@drstefanbotnar.com,Medical Laboratories,Barcelona,Spain,,41.387783,2.197081,,,,,,,,true,true,false
Dr. Stravinsky,Upscale cocktail bar serving up imaginative drinks & elevated bar bites in stylish surroundings.,"Carrer dels Mirallers, 5, Ciutat Vella, 08003 Barcelona, Spain",931 57 12 33,https://drstravinsky.cat/,info@drstravinsky.com,Bars & Pubs,Barcelona,Spain,,41.384204,2.180666,,,,,,,,true,true,false
Dr. Victoria Howe - Native English Speaking Doctor - Online & In-person,Professional doctor services.,"Carrer de Sepúlveda, 125, L'Eixample, 08015 Barcelona, Spain",672 29 92 22,https://www.drvictoriahowe.com/,info@drvictoriahowenativeenglishspeakingdoctoronlineinperson.com,Medical Laboratories,Barcelona,Spain,,41.381041,2.159317,,,,,,,,true,true,false
Dr. Vincent Joecker - Medical Office Chalets,Professional doctor services.,"40 Rue de la Balance, 31000 Toulouse, France",05 61 62 48 68,,info@drvincentjoeckermedicalofficechalets.com,Medical Laboratories,Toulouse,France,,43.614054,1.440335,,,,,,,,true,true,false
Dr. Winkler Consulting,Professional consultant services.,"Mittelweg 144, 20148 Hamburg, Germany",040 68876682,http://www.dr-winkler-consulting.de/,info@drwinklerconsulting.com,Business Consultants,Hamburg,Germany,,53.569738,9.995821,,,,,,,,true,true,false
Dr. med Anett Wywiol -. Doctor's office downtown Hamburg,Professional doctor services.,"Jungfernstieg 43, 20354 Hamburg, Germany",040 87600723,http://tropenmedizinerin.de/,info@drmedanettwywioldoctorsofficedowntownhamburg.com,Medical Laboratories,Hamburg,Germany,,53.554637,9.989811,,,,,,,,true,true,false
Dr. med. Anton Kugler,Professional doctor services.,"Askanischer Pl. 1, 10963 Berlin, Germany",030 25420611,http://www.doktor-kugler.de/,info@drmedantonkugler.com,Medical Laboratories,Berlin,Germany,,52.504966,13.381171,,,,,,,,true,true,false
Dr. med. Artur Jelitto,Professional doctor services.,"Weydingerstraße 18, 10178 Berlin, Germany",030 2423332,https://www.drarturjelitto-allgemeinmedizin.de/,info@drmedarturjelitto.com,Medical Laboratories,Berlin,Germany,,52.526793,13.414178,,,,,,,,true,true,false
