external_id,source,source_url,name,legal_name,description,category_primary,category_secondary,tags,website,email,phone,address_line1,address_line2,postal_code,city,region,country_code,country,latitude,longitude,facebook,instagram,linkedin,logo_url,image_url,opening_hours,status,verified,notes,created_at,updated_at
,employment_businesses_20251106_120745,,IT Recruitment Espoo,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.it-recruitment-espoo.com,contact@itrecruitmentes.com,+358 183832077,859 Staffing Road,,,Espoo,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Career Builders Cyprus,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.career-builders-cypr.com,contact@careerbuildersc.com,+357 369825196,176 Famagusta Square,,,Famagusta,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Executive Search Cyprus,,Full-service employment agency providing workforce solutions for businesses of all sizes.,Employment,,,https://www.executive-search-cyp.com,contact@executivesearch.com,+357 276257185,698 Talent Road,,,Famagusta,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Global Talent Cyprus,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.global-talent-cyprus.com,contact@globaltalentcyp.com,+357 431901938,380 Talent Road,,,Famagusta,,,Cyprus,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Frankfurt Employment Solutions,,Professional employment agency specializing in permanent and temporary placements across multiple industries.,Employment,,,https://www.frankfurt-employment.com,contact@frankfurtemploy.com,+49 483704524,139 Frankfurt Square,,,Frankfurt,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Frankfurt Headhunters,,Specialized staffing agency for construction and skilled trades professionals.,Employment,,,https://www.frankfurt-headhunter.com,contact@frankfurtheadhu.com,+49 193760985,849 Central Avenue,,,Frankfurt,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Frankfurt Sales Careers,,Comprehensive employment services including career counseling and job placement.,Employment,,,https://www.frankfurt-sales-care.com,contact@frankfurtsalesc.com,+49 875352440,940 Commercial Street,,,Frankfurt,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Hospitality Staff Frankfurt,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.hospitality-staff-fr.com,contact@hospitalitystaf.com,+49 301308488,525 Talent Road,,,Frankfurt,,,Germany,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,EuroJobs Galway,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.eurojobs-galway.com,contact@eurojobsgalway.com,+353 504600460,951 Galway Plaza,,,Galway,,,Ireland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Galway Tech Talent,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.galway-tech-talent.com,contact@galwaytechtalen.com,+353 102835415,381 Professional Street,,,Galway,,,Ireland,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Ireland Recruitment Partners,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.ireland-recruitment-.com,contact@irelandrecruitm.com,+353 281248630,911 Employment Street,,,Galway,,,Ireland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Professional Placement Galway,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.professional-placeme.com,contact@professionalpla.com,+353 887145355,308 Corporate Avenue,,,Galway,,,Ireland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Ghent Career Center,,Full-service employment agency providing workforce solutions for businesses of all sizes.,Employment,,,https://www.ghent-career-center.com,contact@ghentcareercent.com,+32 570927479,142 Premier Avenue,,,Ghent,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Ghent Headhunters,,"Comprehensive staffing agency offering recruitment, temp services, and HR consulting.",Employment,,,https://www.ghent-headhunters.com,contact@ghentheadhunter.com,+32 643555160,764 Recruitment Road,,,Ghent,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Staff Ghent,,Full-service employment agency providing workforce solutions for businesses of all sizes.,Employment,,,https://www.international-staff-.com,contact@internationalst.com,+32 991840669,455 Jobs Road,,,Ghent,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,JobConnect Belgium,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.jobconnect-belgium.com,contact@jobconnectbelgi.com,+32 889654734,409 Jobs Road,,,Ghent,,,Belgium,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Medical Staff Belgium,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.medical-staff-belgiu.com,contact@medicalstaffbel.com,+32 123756545,982 Central Avenue,,,Ghent,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Gothenburg Contract Work,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.gothenburg-contract-.com,contact@gothenburgcontr.com,+46 526515678,690 Jobs Road,,,Gothenburg,,,Sweden,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,JobConnect Sweden,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.jobconnect-sweden.com,contact@jobconnectswede.com,+46 817155253,372 Jobs Road,,,Gothenburg,,,Sweden,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,JobConnect Sweden,,International staffing company providing workforce solutions across European markets.,Employment,,,https://www.jobconnect-sweden.com,contact@jobconnectswede.com,+46 337697321,425 Central Avenue,,,Gothenburg,,,Sweden,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Graz Temp Solutions,,Temporary staffing solutions provider for industrial and manufacturing sectors.,Employment,,,https://www.graz-temp-solutions.com,contact@graztempsolutio.com,+43 238448979,491 Staffing Road,,,Graz,,,Austria,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Elite Hamburg Jobs,,Temporary staffing solutions provider for industrial and manufacturing sectors.,Employment,,,https://www.elite-hamburg-jobs.com,contact@elitehamburgjob.com,+49 317896509,996 Main Street,,,Hamburg,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,EuroJobs Hamburg,,"Comprehensive staffing agency offering recruitment, temp services, and HR consulting.",Employment,,,https://www.eurojobs-hamburg.com,contact@eurojobshamburg.com,+49 728439261,467 Hamburg Square,,,Hamburg,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Interim Staffing Hamburg,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.interim-staffing-ham.com,contact@interimstaffing.com,+49 456315366,682 Staffing Road,,,Hamburg,,,Germany,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Legal Recruitment Hamburg,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.legal-recruitment-ha.com,contact@legalrecruitmen.com,+49 972690729,616 Staffing Road,,,Hamburg,,,Germany,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Legal Recruitment Hamburg,,Specialized staffing agency for construction and skilled trades professionals.,Employment,,,https://www.legal-recruitment-ha.com,contact@legalrecruitmen.com,+49 492044760,86 Professional Street,,,Hamburg,,,Germany,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Helsinki Sales Careers,,Specialized recruitment consultancy for IT professionals and technology companies.,Employment,,,https://www.helsinki-sales-caree.com,contact@helsinkisalesca.com,+358 412941212,971 Executive Avenue,,,Helsinki,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Helsinki Tech Talent,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.helsinki-tech-talent.com,contact@helsinkitechtal.com,+358 288086178,79 Business Street,,,Helsinki,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Helsinki Tech Talent,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.helsinki-tech-talent.com,contact@helsinkitechtal.com,+358 876191075,819 Career Street,,,Helsinki,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Interim Staffing Helsinki,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.interim-staffing-hel.com,contact@interimstaffing.com,+358 219784411,72 Jobs Road,,,Helsinki,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,JobConnect Finland,,"Professional recruitment consultancy for sales, marketing, and business development roles.",Employment,,,https://www.jobconnect-finland.com,contact@jobconnectfinla.com,+358 879128748,305 Talent Road,,,Helsinki,,,Finland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Cross-Border Jobs Iasi,,Executive search firm providing high-level recruitment solutions for multinational companies.,Employment,,,https://www.cross-border-jobs-ia.com,contact@crossborderjobs.com,+40 610430473,540 Professional Street,,,Iasi,,,Romania,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Human Capital Iasi,,Specialized staffing agency for construction and skilled trades professionals.,Employment,,,https://www.human-capital-iasi.com,contact@humancapitalias.com,+40 613275265,482 Talent Road,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Iasi Career Center,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.iasi-career-center.com,contact@iasicareercente.com,+40 876584168,583 Executive Avenue,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Iasi Contract Work,,Executive search firm providing high-level recruitment solutions for multinational companies.,Employment,,,https://www.iasi-contract-work.com,contact@iasicontractwor.com,+40 965851097,672 Career Street,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Iasi Sales Careers,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.iasi-sales-careers.com,contact@iasisalescareer.com,+40 330789096,479 Commercial Street,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Placement Romania,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.international-placem.com,contact@internationalpl.com,+40 748715780,137 Iasi Square,,,Iasi,,,Romania,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Professional Staffing Iasi,,International staffing company providing workforce solutions across European markets.,Employment,,,https://www.professional-staffin.com,contact@professionalsta.com,+40 992847719,401 Central Avenue,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Recruit Pro Iasi,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.recruit-pro-iasi.com,contact@recruitproiasi.com,+40 187938471,531 Jobs Road,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Workforce Solutions Iasi,,International career services helping professionals find opportunities across Europe.,Employment,,,https://www.workforce-solutions-.com,contact@workforcesoluti.com,+40 562218678,918 Professional Street,,,Iasi,,,Romania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Cross-Border Jobs Innsbruck,,International career services helping professionals find opportunities across Europe.,Employment,,,https://www.cross-border-jobs-in.com,contact@crossborderjobs.com,+43 937102271,265 Premier Avenue,,,Innsbruck,,,Austria,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Interim Staffing Innsbruck,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.interim-staffing-inn.com,contact@interimstaffing.com,+43 544081220,730 Commercial Street,,,Innsbruck,,,Austria,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,JobConnect Austria,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.jobconnect-austria.com,contact@jobconnectaustr.com,+43 950504846,31 Career Street,,,Innsbruck,,,Austria,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Temporary Staff Innsbruck,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.temporary-staff-inns.com,contact@temporarystaffi.com,+43 957204529,446 Innsbruck Center,,,Innsbruck,,,Austria,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Workforce Solutions Innsbruck,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.workforce-solutions-.com,contact@workforcesoluti.com,+43 868992059,621 Jobs Road,,,Innsbruck,,,Austria,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,EU Work Solutions,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.eu-work-solutions.com,contact@euworksolutions.com,+371 177969292,608 Jelgava Park,,,Jelgava,,,Latvia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Executive Recruitment Jelgava,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.executive-recruitmen.com,contact@executiverecrui.com,+371 128584230,13 Talent Road,,,Jelgava,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Healthcare Staffing Latvia,,Comprehensive employment services including career counseling and job placement.,Employment,,,https://www.healthcare-staffing-.com,contact@healthcarestaff.com,+371 825524249,260 Premier Avenue,,,Jelgava,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Jelgava Employment Solutions,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.jelgava-employment-s.com,contact@jelgavaemployme.com,+371 914234953,431 Jelgava Center,,,Jelgava,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Recruit Pro Jelgava,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.recruit-pro-jelgava.com,contact@recruitprojelga.com,+371 430826823,187 Staffing Road,,,Jelgava,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Careers Latvia,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.international-career.com,contact@internationalca.com,+371 570494124,296 Main Street,,,Jurmala,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Jurmala Sales Careers,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.jurmala-sales-career.com,contact@jurmalasalescar.com,+371 376206145,590 Talent Road,,,Jurmala,,,Latvia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Professional Placement Jurmala,,Executive search firm providing high-level recruitment solutions for multinational companies.,Employment,,,https://www.professional-placeme.com,contact@professionalpla.com,+371 289804834,168 Talent Road,,,Jurmala,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Talent Solutions Jurmala,,Full-service employment agency providing workforce solutions for businesses of all sizes.,Employment,,,https://www.talent-solutions-jur.com,contact@talentsolutions.com,+371 584090176,637 Recruitment Road,,,Jurmala,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Cross-Border Jobs Klaipeda,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.cross-border-jobs-kl.com,contact@crossborderjobs.com,+370 827510371,613 Klaipeda Park,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Finance Careers Klaipeda,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.finance-careers-klai.com,contact@financecareersk.com,+370 758452729,424 Central Avenue,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Global Employment Klaipeda,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.global-employment-kl.com,contact@globalemploymen.com,+370 968452492,374 Klaipeda Square,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Interim Staffing Klaipeda,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.interim-staffing-kla.com,contact@interimstaffing.com,+370 649686482,104 Employment Street,,,Klaipeda,,,Lithuania,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,International Staff Klaipeda,,Specialized staffing agency for construction and skilled trades professionals.,Employment,,,https://www.international-staff-.com,contact@internationalst.com,+370 431800151,521 Career Street,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Klaipeda Career Center,,Temporary staffing solutions provider for industrial and manufacturing sectors.,Employment,,,https://www.klaipeda-career-cent.com,contact@klaipedacareerc.com,+370 402963003,824 Central Avenue,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Lithuania HR Services,,Comprehensive employment services including career counseling and job placement.,Employment,,,https://www.lithuania-hr-service.com,contact@lithuaniahrserv.com,+370 947424654,130 Jobs Road,,,Klaipeda,,,Lithuania,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Finance Careers Kohtla-Jarve,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.finance-careers-koht.com,contact@financecareersk.com,+372 539543240,543 Kohtla-Jarve Center,,,Kohtla-Jarve,,,Estonia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Interim Staffing Kohtla-Jarve,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.interim-staffing-koh.com,contact@interimstaffing.com,+372 156492113,524 Executive Avenue,,,Kohtla-Jarve,,,Estonia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Legal Recruitment Kohtla-Jarve,,International career services helping professionals find opportunities across Europe.,Employment,,,https://www.legal-recruitment-ko.com,contact@legalrecruitmen.com,+372 893745907,375 Business Street,,,Kohtla-Jarve,,,Estonia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Staffing Excellence Estonia,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.staffing-excellence-.com,contact@staffingexcelle.com,+372 248879633,64 Premier Avenue,,,Kohtla-Jarve,,,Estonia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Elite Kosice Jobs,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.elite-kosice-jobs.com,contact@elitekosicejobs.com,+421 536377153,900 Kosice Plaza,,,Kosice,,,Slovakia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,EuroJobs Kosice,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.eurojobs-kosice.com,contact@eurojobskosice.com,+421 593619519,155 Staffing Road,,,Kosice,,,Slovakia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Kosice Employment Solutions,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.kosice-employment-so.com,contact@kosiceemploymen.com,+421 975899246,523 Employment Street,,,Kosice,,,Slovakia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Career Builders Poland,,International recruitment agency for hospitality and tourism industry professionals.,Employment,,,https://www.career-builders-pola.com,contact@careerbuildersp.com,+48 756851702,311 Commercial Street,,,Krakow,,,Poland,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Krakow Work Agency,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.krakow-work-agency.com,contact@krakowworkagenc.com,+48 704671151,522 Main Street,,,Krakow,,,Poland,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Krakow Work Agency,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.krakow-work-agency.com,contact@krakowworkagenc.com,+48 879640208,825 Corporate Avenue,,,Krakow,,,Poland,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Krakow Work Agency,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.krakow-work-agency.com,contact@krakowworkagenc.com,+48 171717371,584 Talent Road,,,Krakow,,,Poland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,TalentFind Krakow,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.talentfind-krakow.com,contact@talentfindkrako.com,+48 913962372,619 Staffing Road,,,Krakow,,,Poland,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,EU Work Solutions,,Comprehensive employment services including career counseling and job placement.,Employment,,,https://www.eu-work-solutions.com,contact@euworksolutions.com,+386 183366882,914 Central Avenue,,,Kranj,,,Slovenia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Global Talent Slovenia,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.global-talent-sloven.com,contact@globaltalentslo.com,+386 198625095,710 Professional Street,,,Kranj,,,Slovenia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Staff Kranj,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.international-staff-.com,contact@internationalst.com,+386 175845731,56 Talent Road,,,Kranj,,,Slovenia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Kranj Career Center,,Executive search firm providing high-level recruitment solutions for multinational companies.,Employment,,,https://www.kranj-career-center.com,contact@kranjcareercent.com,+386 203472947,592 Kranj Center,,,Kranj,,,Slovenia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Career Builders Greece,,International career services helping professionals find opportunities across Europe.,Employment,,,https://www.career-builders-gree.com,contact@careerbuildersg.com,+30 101916185,446 Larissa Park,,,Larissa,,,Greece,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Greece Recruitment Partners,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.greece-recruitment-p.com,contact@greecerecruitme.com,+30 137802517,301 Jobs Road,,,Larissa,,,Greece,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,IT Recruitment Larissa,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.it-recruitment-laris.com,contact@itrecruitmentla.com,+30 471592695,398 Larissa Square,,,Larissa,,,Greece,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Professional Staffing Larissa,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.professional-staffin.com,contact@professionalsta.com,+30 818456807,788 Larissa Center,,,Larissa,,,Greece,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Temporary Staff Larissa,,International recruitment agency for hospitality and tourism industry professionals.,Employment,,,https://www.temporary-staff-lari.com,contact@temporarystaffl.com,+30 565172943,140 Recruitment Road,,,Larissa,,,Greece,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,EuroJobs Larnaca,,International career services helping professionals find opportunities across Europe.,Employment,,,https://www.eurojobs-larnaca.com,contact@eurojobslarnaca.com,+357 170328725,691 Corporate Avenue,,,Larnaca,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Finance Careers Larnaca,,Temporary staffing solutions provider for industrial and manufacturing sectors.,Employment,,,https://www.finance-careers-larn.com,contact@financecareersl.com,+357 196916204,102 Central Avenue,,,Larnaca,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Finance Careers Larnaca,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.finance-careers-larn.com,contact@financecareersl.com,+357 842286025,461 Larnaca Center,,,Larnaca,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Global Talent Cyprus,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.global-talent-cyprus.com,contact@globaltalentcyp.com,+357 832190522,554 Recruitment Road,,,Larnaca,,,Cyprus,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Talent Solutions Larnaca,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.talent-solutions-lar.com,contact@talentsolutions.com,+357 599287414,432 Staffing Road,,,Larnaca,,,Cyprus,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Global Employment Liberec,,International employment services focusing on cross-border career opportunities within the EU.,Employment,,,https://www.global-employment-li.com,contact@globalemploymen.com,+420 481359895,655 Executive Avenue,,,Liberec,,,Czech Republic,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Placement Czech Republic,,Executive recruitment firm serving multinational corporations and SMEs.,Employment,,,https://www.international-placem.com,contact@internationalpl.com,+420 171472869,545 Career Street,,,Liberec,,,Czech Republic,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Liberec Work Agency,,Temporary staffing solutions provider for industrial and manufacturing sectors.,Employment,,,https://www.liberec-work-agency.com,contact@liberecworkagen.com,+420 982208219,452 Recruitment Road,,,Liberec,,,Czech Republic,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,TalentFind Liberec,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.talentfind-liberec.com,contact@talentfindliber.com,+420 954456331,559 Liberec Center,,,Liberec,,,Czech Republic,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,TalentFind Liberec,,"Employment consultancy specializing in finance, banking, and accounting careers.",Employment,,,https://www.talentfind-liberec.com,contact@talentfindliber.com,+420 892213761,797 Recruitment Road,,,Liberec,,,Czech Republic,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,TalentFind Liberec,,Premier recruitment firm specializing in executive and management level positions.,Employment,,,https://www.talentfind-liberec.com,contact@talentfindliber.com,+420 846906098,192 Central Avenue,,,Liberec,,,Czech Republic,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,EU Work Solutions,,Employment agency specializing in legal profession recruitment and placement services.,Employment,,,https://www.eu-work-solutions.com,contact@euworksolutions.com,+32 252004703,578 Liege Square,,,Liege,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,EuroJobs Liege,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.eurojobs-liege.com,contact@eurojobsliege.com,+32 199571287,589 Corporate Avenue,,,Liege,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,International Careers Belgium,,Full-service employment agency providing workforce solutions for businesses of all sizes.,Employment,,,https://www.international-career.com,contact@internationalca.com,+32 862615985,475 Liege Plaza,,,Liege,,,Belgium,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,International Staff Liege,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.international-staff-.com,contact@internationalst.com,+32 467809965,263 Employment Street,,,Liege,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Liege Employment Solutions,,Leading recruitment consultancy connecting talented professionals with top employers in the region.,Employment,,,https://www.liege-employment-sol.com,contact@liegeemployment.com,+32 507973568,603 Business Street,,,Liege,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Premier Recruitment Liege,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.premier-recruitment-.com,contact@premierrecruitm.com,+32 439283711,441 Liege Square,,,Liege,,,Belgium,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Construction Jobs Latvia,,Executive search firm providing high-level recruitment solutions for multinational companies.,Employment,,,https://www.construction-jobs-la.com,contact@constructionjob.com,+371 418819175,144 Jobs Road,,,Liepaja,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Liepaja Sales Careers,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.liepaja-sales-career.com,contact@liepajasalescar.com,+371 526806604,683 Main Street,,,Liepaja,,,Latvia,,,,,,,,,True,False,,,
,employment_businesses_20251106_120745,,Talent Solutions Liepaja,,Employment agency dedicated to healthcare staffing and medical professional placements.,Employment,,,https://www.talent-solutions-lie.com,contact@talentsolutions.com,+371 663364798,580 Premier Avenue,,,Liepaja,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Temporary Staff Liepaja,,Specialized recruitment consultancy for IT professionals and technology companies.,Employment,,,https://www.temporary-staff-liep.com,contact@temporarystaffl.com,+371 732250600,729 Premier Avenue,,,Liepaja,,,Latvia,,,,,,,,,True,True,,,
,employment_businesses_20251106_120745,,Human Capital Limassol,,Professional staffing company focusing on engineering and technical recruitment.,Employment,,,https://www.human-capital-limass.com,contact@humancapitallim.com,+357 302765994,181 Executive Avenue,,,Limassol,,,Cyprus,,,,,,,,,True,True,,,
